,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
19270812,  -1.77,  -1.36,  -0.95,  -1.17,  -1.62,  -1.36,  -1.29,  -1.98,  -1.84,  -3.60
19270813,   0.42,   0.96,   0.40,   0.68,   0.83,   0.66,   1.03,   0.92,   1.30,   1.61
19270815,   1.29,   1.54,   0.93,   0.93,   1.10,   1.17,   1.49,   1.69,   1.49,   1.61
19270816,   0.21,   0.70,   0.16,   0.23,   0.61,   0.74,   0.67,   1.20,   0.53,   1.30
19270817,   1.60,  -0.14,   0.45,   0.66,   0.28,   0.12,   0.66,   0.55,   0.07,   0.73
19270818,   0.40,  -0.14,   0.41,   0.24,  -0.14,   0.09,   0.03,  -0.20,  -0.11,  -0.20
19270819,  -1.66,  -0.42,  -0.28,   0.18,  -0.17,   0.01,  -0.10,   0.17,   1.11,  -0.06
19270820,   0.52,   0.08,  -0.14,   0.47,   0.15,   0.12,   0.11,   0.24,   1.02,   1.26
19270822,  -0.18,  -0.60,   0.00,   0.16,   0.56,   0.60,   0.52,   0.44,   0.49,   0.53
19270823,  -0.93,  -0.58,   0.18,   0.14,   0.27,   0.04,  -0.04,   0.38,  -0.08,   0.04
19270824,  -0.86,  -0.76,  -0.09,   0.14,   0.20,   0.15,   0.22,   0.23,   0.91,   0.05
19270825,  -0.29,  -0.43,  -0.40,  -0.25,  -0.17,  -0.15,  -0.07,   0.13,   0.62,   0.25
19270826,  -0.37,  -0.48,  -0.19,  -0.14,  -0.07,   0.32,   0.24,   0.34,   1.13,  -0.29
19270827,  -0.25,  -0.31,  -0.28,  -0.02,  -0.28,  -0.18,  -0.50,   0.08,   0.18,   0.43
19270829,  -1.11,  -0.50,  -0.63,   0.17,  -0.12,  -0.03,  -0.17,   0.50,   0.12,   0.17
19270830,  -0.12,   0.03,  -0.14,   0.06,  -0.33,  -0.16,  -0.32,   0.54,   0.24,   0.03
19270831,  -0.14,  -0.63,  -0.35,  -0.21,  -0.57,  -0.20,  -0.85,  -0.60,  -0.59,  -1.16
19270901,   1.14,   1.27,   0.59,   0.83,   0.78,   0.59,   0.79,   1.04,   0.98,   1.46
19270902,  -0.07,  -0.04,   0.06,   1.16,   0.82,   0.49,   0.77,   0.71,   0.55,   0.82
19270903,   1.28,   0.31,   0.55,   0.45,   0.40,   0.46,   0.26,   0.33,   0.93,   0.51
19270906,   0.58,   0.75,   0.06,   0.29,   0.74,   0.69,   1.56,   1.45,   1.36,   0.99
19270907,   1.45,   0.25,   0.15,  -0.13,   0.92,   0.37,   0.44,   0.85,   0.45,   0.31
19270908,  -0.16,   0.41,   0.68,   0.25,  -0.30,   0.15,   0.16,  -0.23,  -0.55,   0.05
19270909,   0.06,  -0.40,   0.23,  -0.63,  -0.38,  -0.43,  -0.80,  -0.81,  -1.13,  -0.94
19270910,   1.29,   0.63,   0.20,   0.36,   0.54,   0.31,   0.33,   0.80,   0.31,   1.01
19270912,  -1.33,   0.19,   0.44,  -0.39,  -0.36,  -0.14,  -0.84,  -0.67,  -0.46,  -0.77
19270913,   1.31,   0.51,   0.67,   0.56,   1.23,   1.84,   0.87,   1.00,   1.71,   1.62
19270914,  -0.97,  -0.75,   0.03,  -0.17,   0.09,   0.03,   0.49,   0.08,   1.19,   1.40
19270915,  -0.53,  -0.28,  -0.68,  -0.01,  -0.35,  -0.21,   0.72,   0.91,   1.02,   0.32
19270916,  -0.65,  -0.36,  -0.25,   0.06,   0.70,  -0.30,  -0.32,   0.23,  -0.51,   1.62
19270917,  -0.88,  -0.12,  -0.32,   0.15,   0.08,  -0.35,  -0.09,  -0.26,  -0.58,  -0.67
19270919,  -0.02,  -0.03,   0.12,  -0.64,   0.11,  -0.49,  -0.50,  -0.45,  -0.80,   0.06
19270920,   0.69,   0.67,   0.64,   0.06,   0.41,   0.87,   0.60,   0.65,   0.49,  -0.09
19270921,   0.39,   0.37,   0.21,   0.28,   0.12,  -0.17,  -0.23,  -0.11,   0.01,  -1.06
19270922,  -1.02,  -1.58,  -0.89,  -0.98,  -1.03,  -1.01,  -1.00,  -1.43,  -1.70,  -1.15
19270923,  -0.04,  -0.14,   0.34,   0.05,   0.71,   0.28,   0.42,   0.55,   1.16,   0.82
19270924,   0.03,   0.26,   0.72,   0.76,   0.26,   0.47,   0.69,   0.77,   0.52,   1.45
19270926,  -1.11,  -0.39,  -0.80,  -0.84,  -0.31,  -0.48,  -0.64,  -1.28,  -1.18,  -2.37
19270927,  -0.58,   0.08,  -0.34,   0.21,   0.15,   0.31,   0.04,   0.02,   0.16,   0.60
19270928,  -0.66,  -0.05,   0.11,  -0.21,  -0.11,   0.05,  -0.41,  -0.40,  -0.40,  -1.52
19270929,  -0.52,   0.12,  -0.21,   0.04,   0.01,   0.15,   0.21,   0.49,   0.14,   0.39
19270930,   0.92,   0.61,   0.31,   0.73,   1.16,   1.09,   1.51,   1.31,   1.38,   2.08
19271001,  -0.45,   0.12,   0.18,   0.18,   0.37,   0.34,   0.18,   0.57,   0.40,   0.84
19271003,   0.40,  -0.38,  -0.04,   0.21,   0.38,   1.18,   0.95,   0.38,  -0.05,  -0.07
19271004,  -0.30,  -0.49,  -0.48,  -0.49,  -0.35,  -0.54,  -0.63,  -0.90,  -0.58,   0.71
19271005,  -0.57,  -0.61,  -0.30,   0.02,  -0.68,  -0.24,  -0.65,  -0.48,  -0.12,   0.13
19271006,   0.04,  -0.94,   0.28,  -0.28,   0.40,   0.57,   0.67,   0.44,   0.05,   0.25
19271007,  -0.88,  -0.90,  -0.57,  -1.03,  -0.50,  -0.29,  -0.81,  -0.92,  -1.00,  -0.91
19271008,  -1.25,  -0.72,  -0.20,  -0.12,  -0.62,  -0.09,  -0.25,  -0.47,  -0.28,  -0.18
19271010,  -2.01,  -0.25,  -0.02,  -0.68,  -0.57,  -0.18,  -0.77,  -0.48,  -1.08,  -0.12
19271011,   0.55,   0.23,  -0.35,   0.09,   0.29,  -0.08,  -0.04,   0.11,   0.18,   0.19
19271013,   0.25,   1.22,   0.56,   0.35,   0.52,   0.46,   0.66,   0.58,   1.07,   1.32
19271014,   1.66,   0.34,   0.50,   0.15,  -0.18,  -0.13,   0.11,   0.04,  -0.07,  -0.07
19271015,   0.13,   0.90,  -0.33,  -0.02,   0.06,   0.01,  -0.22,   0.06,   0.15,   0.10
19271017,  -1.90,  -1.14,  -0.56,  -0.96,  -1.14,  -0.97,  -0.90,  -1.24,  -1.52,  -2.51
19271018,  -0.08,   0.17,   0.24,   0.36,   0.36,   0.21,   0.53,   0.13,   0.33,   1.13
19271019,   0.10,  -0.11,  -0.32,   0.02,  -0.72,  -0.72,  -0.47,  -1.02,  -1.16,  -1.88
19271020,  -1.28,  -0.94,  -0.54,  -0.92,  -0.55,  -1.01,  -0.99,  -1.15,  -1.67,  -1.34
19271021,   0.75,   1.44,   0.92,   0.13,  -0.76,  -1.22,  -0.63,  -0.91,  -0.63,  -1.94
19271022,   0.23,  -0.23,  -0.24,  -0.27,  -0.53,  -0.33,  -0.68,  -0.69,  -1.12,  -1.80
19271024,   0.67,   0.94,   0.81,   0.52,   0.47,   0.43,   0.43,   0.04,   0.82,  -0.08
19271025,   1.58,   0.32,   0.91,   0.88,   1.46,   1.40,   1.65,   1.78,   1.80,   3.54
19271026,   0.06,  -0.19,  -0.48,   0.21,   0.13,   0.10,   0.40,  -0.12,   0.10,   0.04
19271027,  -0.13,  -0.63,  -0.81,  -0.47,  -0.28,  -0.07,  -0.36,  -0.55,  -0.35,  -0.67
19271028,  -2.49,  -1.21,  -0.50,  -1.21,  -1.43,  -1.17,  -1.24,  -1.61,  -1.57,  -3.05
19271029,  -0.15,  -0.29,  -0.38,  -0.40,  -0.33,  -0.57,  -0.55,  -0.69,  -0.71,  -0.27
19271031,   1.04,   0.45,   0.90,   0.56,   0.17,   0.63,   0.87,   0.96,   0.96,   1.34
19271101,   0.01,   0.12,   0.13,   0.18,  -0.04,  -0.13,   0.20,   0.25,  -0.02,  -0.61
19271102,   1.43,   1.48,   1.49,   1.12,   0.83,   0.40,   1.23,   0.86,   1.32,   1.60
19271103,   4.03,   2.19,   2.07,   1.35,   0.95,   0.60,   0.81,   1.32,   1.15,   1.11
19271104,  -1.65,  -0.55,   0.16,  -0.25,  -0.02,   0.04,   0.19,   0.14,   0.17,  -1.08
19271105,   0.23,   0.08,  -0.33,  -0.10,   0.59,   1.01,   0.53,   0.84,   0.38,   1.31
19271107,  -0.51,   0.10,   0.10,   0.14,   0.50,   0.50,   0.95,   0.29,   1.35,   1.09
19271109,   0.15,  -0.84,  -0.79,  -0.11,  -0.47,  -0.65,  -0.62,  -1.05,  -0.33,  -2.11
19271110,   0.26,   0.05,   0.18,  -0.02,   0.28,   0.10,   0.47,   0.57,   0.64,   0.09
19271111,   0.08,   0.65,   0.28,   0.14,   0.89,   0.31,   0.93,   1.03,   1.84,   1.82
19271112,   0.82,  -0.18,   0.26,   0.38,   0.36,   0.39,   0.75,   0.17,   0.28,   0.51
19271114,   0.56,   0.42,   0.21,   0.56,   0.65,   0.47,   0.67,   0.68,   0.57,   0.54
19271115,   1.40,   2.53,   0.24,   1.07,   0.11,  -0.11,  -0.15,  -0.41,  -0.24,   0.48
19271116,  -0.05,  -0.09,  -0.51,   0.44,   0.12,  -0.19,   0.03,   0.17,  -0.25,  -0.06
19271117,   1.79,  -0.14,  -0.07,   0.07,   0.14,   0.22,   0.20,   0.23,   0.09,   0.33
19271118,   2.15,   0.73,   0.64,   0.41,   0.05,   0.53,   0.87,   1.17,   0.64,   0.84
19271119,   0.51,   0.09,   0.42,   0.25,   0.21,  -0.01,   0.42,   0.47,   0.37,   0.18
19271121,  -0.24,  -0.44,   0.22,  -0.07,  -0.34,  -0.24,  -0.51,  -0.51,  -0.74,  -2.06
19271122,   1.19,  -0.65,   0.13,   0.21,   0.50,   0.47,   0.03,   0.51,   0.74,   0.54
19271123,  -0.42,   0.48,   0.48,   0.07,   0.20,   0.41,   0.70,   0.24,   0.39,  -0.32
19271125,   0.39,   0.07,   0.14,   0.35,   0.41,   0.38,   0.58,   0.42,  -0.03,  -0.13
19271126,   0.86,  -0.01,  -0.20,   0.07,  -0.07,  -0.08,   0.20,  -0.17,  -0.07,   0.18
19271128,  -0.87,  -0.11,  -0.58,  -0.72,  -0.77,  -0.59,  -0.66,  -0.92,  -0.75,  -1.33
19271129,   1.14,   1.04,   0.74,   0.71,   0.36,   0.28,   0.51,   0.35,   1.38,   0.94
19271130,  -0.51,  -0.92,  -0.70,  -0.24,  -0.14,   0.36,   0.81,   0.81,   0.30,   2.27
19271201,  -2.01,  -0.68,  -0.13,   0.02,  -0.19,  -0.03,  -0.68,  -0.66,  -0.82,  -1.04
19271202,  -1.06,  -0.78,   0.11,  -0.15,   0.38,   0.42,   0.39,   0.86,   0.32,   0.01
19271203,   0.22,   0.04,   0.17,  -0.02,   0.48,   0.42,   0.26,   0.33,   0.43,   0.99
19271205,   0.14,  -0.84,  -0.53,  -0.36,  -0.51,  -0.30,  -0.50,  -0.47,   0.01,  -0.92
19271206,   0.54,   0.65,  -0.15,   0.37,  -0.41,  -0.28,  -0.03,  -0.33,   0.19,   0.35
19271207,  -0.43,  -1.01,  -0.28,  -0.29,  -0.60,  -0.26,  -1.09,  -0.34,   0.05,  -0.99
19271208,  -0.95,  -1.05,  -0.29,  -0.67,  -0.70,  -0.56,  -1.20,  -0.95,  -1.17,  -0.98
19271209,   0.43,   0.56,   0.32,   0.35,   1.07,   1.35,   1.11,   1.40,   1.34,   1.54
19271210,   0.80,  -0.04,   0.01,   0.09,   0.09,  -0.15,   0.13,   0.22,   0.13,  -0.18
19271212,   1.18,   0.78,   1.12,   0.55,   0.40,   0.22,   0.98,   0.32,   0.40,   1.28
19271213,  -0.42,   0.06,   0.50,   0.02,   0.54,   0.72,   0.42,   0.27,   0.47,   0.25
19271214,  -0.66,  -0.28,   0.26,  -0.09,  -0.35,  -0.46,  -0.18,  -0.51,  -0.79,  -0.63
19271215,   1.06,   0.25,   0.49,   0.51,   0.56,   0.17,   0.88,   0.54,   0.40,   0.99
19271216,   1.83,   0.64,  -0.13,   0.28,   0.68,   0.36,   1.09,   0.47,   0.86,   1.34
19271217,   0.65,   1.54,   1.16,   0.02,  -0.13,   0.06,  -0.75,  -0.09,   0.30,  -0.16
19271219,   0.54,   0.39,  -0.10,   0.32,  -0.16,   0.05,   0.19,   0.09,   0.18,   1.16
19271220,  -0.56,  -1.39,   0.05,   0.10,   0.18,  -0.14,   0.03,   0.14,  -0.07,   0.39
19271221,  -0.73,   0.25,  -0.14,   0.09,   0.25,  -0.23,   0.10,  -0.04,  -0.18,  -0.22
19271222,  -0.26,  -0.22,  -0.44,   0.07,   0.13,  -0.04,   0.03,   0.15,  -0.13,  -0.56
19271223,  -0.23,  -0.28,   0.08,  -0.06,   0.32,  -0.01,   0.66,   0.55,   0.17,   0.03
19271224,   0.54,   0.18,  -0.23,   0.00,  -0.05,   0.25,   0.15,   0.08,  -0.03,   0.61
19271227,   0.07,  -0.55,  -0.26,  -0.42,  -0.13,  -0.15,  -0.08,  -0.05,   0.33,   0.90
19271228,  -0.15,  -0.07,  -0.58,  -0.55,  -0.65,  -0.46,  -0.73,  -0.71,  -0.77,  -0.73
19271229,   0.18,  -0.32,  -0.30,  -0.15,   0.08,   0.12,   0.07,   0.49,   0.55,  -0.06
19271230,   2.21,   1.11,   0.71,   0.50,   0.78,   0.33,   0.03,   0.53,   0.39,  -0.21
19271231,   0.94,   0.66,   0.38,   0.21,  -0.03,   0.33,   0.19,   0.15,   0.66,   0.53
19280103,   1.64,   0.88,   0.68,   0.30,   0.21,   0.35,   0.37,   0.26,   0.32,   0.84
19280104,   0.50,  -0.35,  -0.42,  -0.05,  -0.02,  -0.27,  -0.07,  -0.04,  -0.14,  -0.53
19280105,  -0.42,   0.16,  -0.73,  -0.37,  -0.03,  -0.43,  -0.67,  -1.01,  -1.72,  -0.84
19280106,   0.43,   1.25,   0.41,   0.24,   0.33,   0.46,   0.74,   0.91,   0.71,   0.61
19280107,  -0.57,   0.23,   0.63,   0.29,  -0.02,  -0.04,   0.35,  -0.01,   0.23,   0.16
19280109,  -1.76,  -0.79,  -0.39,  -0.48,  -0.51,  -0.62,  -0.70,  -0.86,  -1.63,  -1.54
19280110,  -1.09,  -0.87,  -1.14,  -0.69,  -0.37,  -0.67,  -0.48,  -1.10,  -1.13,  -1.31
19280111,   0.57,   0.44,   0.66,   0.60,   0.16,  -0.03,  -0.05,   0.57,  -0.23,   0.47
19280112,   1.17,   0.64,   0.87,  -0.22,   0.20,   0.31,   0.28,   0.57,   0.93,   0.73
19280113,   0.43,   1.05,   0.56,   0.56,   0.54,   0.51,   0.73,   0.62,   0.65,   0.85
19280114,  -0.65,  -0.13,  -0.50,  -0.46,  -0.48,  -0.46,  -0.82,  -0.55,  -1.06,  -0.92
19280116,  -0.58,  -1.14,  -0.59,  -0.62,  -0.44,  -0.93,  -1.03,  -1.13,  -1.00,  -1.72
19280117,  -0.43,  -0.27,   0.56,   0.08,   0.12,   0.37,   0.02,   0.12,   0.34,   0.51
19280118,  -0.85,  -0.63,  -0.89,  -0.68,  -0.19,  -0.22,  -0.05,  -0.28,  -0.15,  -0.42
19280119,   0.21,   0.04,   0.37,   0.26,   0.41,   0.39,   0.63,   0.58,   1.05,   0.96
19280120,   0.52,   0.42,   0.47,   0.25,   0.23,   0.71,   0.60,   0.54,   0.82,   1.14
19280121,   0.29,   0.27,   0.08,  -0.04,  -0.06,   0.28,  -0.05,   0.49,   0.50,   0.56
19280123,   0.95,  -0.03,   0.00,   0.20,   0.41,   0.72,   0.82,   0.64,   0.69,   1.88
19280124,  -0.58,  -0.36,   0.02,   0.03,   0.24,   0.21,   0.85,   0.84,   0.17,   0.38
19280125,  -1.25,  -1.04,  -1.16,  -0.61,  -0.62,  -0.96,  -1.40,  -1.27,  -1.14,  -1.44
19280126,   0.81,   0.22,   0.44,   0.43,   0.56,   0.80,   0.55,   0.47,   0.39,   1.21
19280127,   0.49,  -0.02,   0.55,   0.20,   0.12,   0.06,   0.56,   0.51,   0.24,   0.53
19280128,   0.03,  -0.26,  -0.40,  -0.09,  -0.25,  -0.57,  -0.58,  -0.60,  -0.77,  -1.07
19280130,   0.06,  -0.42,  -0.40,  -0.25,  -0.10,  -0.38,  -0.78,  -0.17,  -0.68,  -0.83
19280131,   0.21,   0.00,  -0.43,   0.23,   0.14,   0.27,   0.52,   0.39,   0.64,   1.07
19280201,  -0.52,  -0.54,  -0.49,  -0.43,  -0.17,   0.09,  -0.29,  -0.19,  -0.28,   0.04
19280202,   0.06,   0.10,  -0.10,   0.25,   0.26,   0.22,   0.40,   0.13,   1.07,   1.47
19280203,  -1.22,  -1.14,  -0.87,  -1.13,  -0.73,  -0.92,  -1.11,  -0.86,  -1.78,  -1.83
19280204,  -0.61,  -0.12,  -0.12,  -0.13,   0.02,   0.16,   0.04,   0.10,   0.54,  -0.25
19280206,   0.49,  -0.26,   0.35,  -0.16,  -0.12,   0.31,   0.61,   0.11,   0.45,   0.77
19280207,  -1.35,  -1.00,  -0.17,  -0.42,  -0.24,  -0.68,  -0.17,  -0.08,  -0.06,  -0.05
19280208,  -0.28,  -0.82,  -0.68,  -0.24,  -0.08,   0.05,   0.54,   0.39,   0.53,   0.33
19280209,   0.41,   0.06,   1.04,   0.29,   0.14,   0.25,   1.37,   0.29,   0.47,   0.15
19280210,  -0.78,   0.51,  -0.33,   0.05,   0.02,   0.08,  -0.22,  -0.22,   0.02,  -0.37
19280211,   0.32,   0.13,  -0.88,   0.06,   0.22,  -0.05,  -0.04,   0.06,  -0.04,  -0.19
19280214,   0.08,  -0.05,  -0.35,  -0.24,  -0.17,  -0.48,  -0.35,  -0.50,  -0.55,  -0.44
19280215,  -0.93,  -0.62,   0.27,  -0.15,  -0.38,  -0.11,  -0.36,  -0.53,   0.04,  -0.42
19280216,  -0.55,  -0.06,  -0.69,  -0.20,   0.10,  -0.52,  -0.59,  -0.29,  -0.57,  -0.68
19280217,  -2.03,  -1.95,  -1.46,  -1.21,  -0.89,  -1.43,  -2.18,  -1.85,  -2.11,  -3.05
19280218,  -0.89,  -0.85,   0.00,  -0.12,  -0.28,  -0.34,  -0.56,  -0.73,  -0.35,  -1.38
19280220,  -0.10,   0.06,  -0.23,   0.00,  -0.18,   0.15,   0.03,  -0.51,   0.16,  -0.56
19280221,   1.71,   1.60,   0.76,   0.89,   0.76,   0.98,   1.31,   1.07,   1.10,   2.13
19280223,   0.33,   1.12,   0.35,   0.23,   0.49,   0.42,  -0.33,   0.29,   0.14,   0.55
19280224,   0.70,   0.94,   0.54,   0.58,   0.23,   0.21,   0.13,   0.37,   0.26,   0.26
19280225,   0.98,   0.31,   0.38,   0.38,  -0.07,   0.09,  -0.02,   0.19,   0.11,  -0.06
19280227,  -1.07,  -1.19,  -0.73,  -0.44,  -0.23,  -0.14,  -0.53,  -0.50,  -0.63,  -0.83
19280228,   1.11,   0.97,   0.49,   0.22,   0.26,   0.35,   0.32,   0.44,   0.45,   0.31
19280229,   1.32,   0.71,   0.35,   0.17,   0.43,   0.83,   0.90,   0.51,   0.61,   0.76
19280301,   0.08,   0.04,   0.67,   0.15,   0.02,   0.23,   0.33,   0.39,   0.25,   0.45
19280302,  -0.26,   0.15,   0.01,   0.19,  -0.05,  -0.25,   0.17,   0.27,   0.04,   0.10
19280303,  -0.03,  -0.17,  -0.04,   0.17,   0.17,   0.24,   0.67,   1.96,   0.48,   0.47
19280305,  -0.48,   0.14,   0.37,   0.14,   0.48,   0.33,   0.85,   1.43,   1.21,   0.94
19280306,   0.21,  -0.22,  -0.21,   0.19,   0.15,   0.14,   0.38,   0.46,   1.69,   0.63
19280307,  -0.78,  -0.55,  -0.50,  -0.30,  -0.19,  -0.20,  -0.69,  -0.46,  -0.38,  -0.71
19280308,   0.77,   0.98,   0.89,   0.80,   0.20,   0.48,   0.11,   0.39,   0.28,   0.24
19280309,  -0.39,   0.52,   0.44,   0.73,   0.47,   0.95,   1.17,   1.58,   3.72,   1.94
19280310,  -0.08,  -0.55,  -0.41,  -0.45,  -0.03,  -0.34,  -0.31,   0.09,  -0.96,   0.19
19280312,   0.07,   0.71,   0.32,  -0.23,   0.36,   0.91,   0.74,   0.77,  -0.35,   1.91
19280313,  -0.11,  -0.25,   0.03,  -0.17,  -0.33,  -0.37,  -0.84,  -0.13,  -0.48,  -0.06
19280314,   1.09,   0.93,   0.35,  -0.06,   0.22,   0.08,  -0.21,  -0.37,   0.49,   0.46
19280315,   1.15,   1.33,   0.59,   0.16,   0.53,   0.53,   0.60,   0.53,   2.19,   0.29
19280316,   1.38,   0.98,   0.76,   1.12,   0.56,   1.37,   0.49,   0.64,   2.38,   0.73
19280317,  -0.04,   0.07,   0.20,   0.16,   0.60,   0.26,  -0.03,   0.12,  -0.18,  -0.05
19280319,   0.59,  -0.58,   0.46,   0.56,   0.04,  -0.11,   0.03,   0.63,   0.02,  -0.86
19280320,  -0.37,   0.30,   0.26,  -0.02,   0.00,  -0.15,   0.92,   0.43,   1.70,   1.89
19280321,   0.47,   0.50,   0.32,   0.33,   0.67,   1.23,   0.19,   0.97,   1.75,   1.34
19280322,  -1.26,  -0.88,  -0.56,  -0.21,  -0.35,  -0.35,  -0.80,  -0.25,   0.27,  -1.72
19280323,   0.04,   0.05,   0.15,   0.06,   0.51,   0.03,   0.33,   0.71,   2.84,   1.16
19280324,  -0.26,  -0.01,  -0.34,  -0.09,  -0.04,  -0.19,   0.10,   0.03,   0.89,   0.26
19280326,   1.97,   0.93,   0.04,  -0.06,   0.38,   0.86,   0.33,   0.23,   2.93,   3.53
19280327,  -0.17,   0.31,   0.30,  -0.07,   0.08,  -0.17,  -0.32,   0.70,  -2.58,   0.04
19280328,   0.25,   1.14,   0.63,   0.33,   0.21,   0.34,   0.20,  -0.04,  -1.23,  -0.31
19280329,   0.53,  -0.11,   0.36,   0.00,   0.24,   0.11,  -0.19,   1.22,  -0.39,   0.02
19280330,   0.96,   0.63,   0.82,   0.53,   0.48,   1.48,   2.48,   2.33,   2.89,   2.39
19280331,  -0.57,  -0.64,  -0.11,   0.01,  -0.14,  -0.51,  -0.36,  -0.81,  -1.44,  -1.28
19280402,  -0.01,  -0.51,   0.04,  -0.13,  -0.34,  -0.82,  -1.59,  -1.37,  -1.74,  -0.84
19280403,   0.47,   1.07,   0.28,   0.54,   0.24,   0.67,   0.85,   0.61,   0.49,   1.27
19280404,  -0.57,   0.43,  -0.19,  -0.02,  -0.11,   0.11,  -0.14,  -0.36,  -0.41,   0.34
19280405,   2.63,   1.80,   0.88,   0.88,   0.48,   1.14,   1.00,   0.81,   1.36,   2.75
19280409,   0.52,  -0.03,   0.22,   1.02,   0.29,   0.14,   0.97,   0.37,  -0.30,   0.65
19280410,  -0.93,  -0.92,  -0.49,  -0.37,  -0.72,  -0.31,  -0.89,  -0.89,  -1.05,  -1.32
19280411,   1.83,   1.57,   1.45,   0.54,   0.87,   1.85,   1.90,   1.43,   1.23,   2.65
19280412,  -0.83,  -0.70,   0.41,  -0.24,  -0.30,  -0.72,  -0.46,   0.22,  -0.22,  -0.58
19280413,   1.32,   1.90,   2.04,   0.78,   0.80,   1.05,   1.47,   2.76,   1.35,   1.32
19280414,  -0.25,  -0.74,  -0.28,   0.18,  -0.11,  -0.43,  -0.78,  -0.59,  -0.73,  -0.94
19280416,   1.11,   1.20,   3.14,   2.53,   0.50,   0.30,  -0.63,   1.00,  -0.33,  -1.07
19280417,  -0.94,  -0.87,  -0.33,  -0.94,  -0.49,  -0.91,  -0.44,  -1.10,  -0.55,  -0.55
19280418,  -0.33,  -0.37,  -0.10,  -0.14,   0.40,   0.28,   0.29,  -0.27,  -0.08,  -0.04
19280419,   1.92,   0.60,   0.19,   0.34,   0.64,   0.59,   0.60,   0.76,   0.46,   0.47
19280420,  -1.82,  -0.99,  -1.20,  -0.71,  -0.91,  -1.86,  -1.52,  -1.32,  -1.49,  -1.86
19280423,  -0.19,   0.43,  -1.21,   0.47,  -0.10,  -0.40,  -1.51,  -1.21,  -0.54,  -1.77
19280424,   0.48,   0.52,  -0.55,   0.00,  -0.29,   0.38,   0.48,   0.31,   0.38,   1.76
19280425,   4.01,   0.84,   1.23,   0.89,   1.15,   0.78,   0.93,   0.40,   0.34,  -0.22
19280426,   0.81,   1.11,   0.17,   0.54,   0.72,   0.38,   0.25,   0.47,   1.40,   0.85
19280427,  -0.58,   1.03,   1.02,   0.68,   0.56,   0.92,   0.69,   1.21,   1.69,   2.00
19280428,  -0.21,   0.59,   0.22,   1.87,   0.46,   0.44,   0.77,   0.45,   0.43,  -0.48
19280430,  -0.13,  -0.09,   0.48,   0.25,   0.17,  -0.09,   0.28,   0.23,  -0.31,  -0.25
19280501,   0.32,   0.44,  -0.53,   0.15,   0.09,   0.32,   0.05,   0.51,   0.52,   0.64
19280502,   0.12,  -0.42,  -0.86,   0.20,  -0.16,   0.33,   0.06,   0.01,   0.54,   0.55
19280503,   0.21,  -0.67,   0.99,   0.28,   0.22,  -0.11,   0.11,   0.14,   0.53,   1.64
19280504,   0.72,   0.17,   0.61,   0.64,   0.77,   1.10,   0.73,   1.50,   1.40,   3.12
19280507,   0.25,   0.46,   0.28,   0.19,   0.33,   0.41,   0.79,   0.59,   0.77,   1.79
19280508,  -0.21,  -0.31,  -0.75,  -0.44,  -0.67,  -0.40,   0.20,  -0.23,  -0.82,  -1.33
19280509,   2.30,   0.17,   0.72,   0.44,   0.05,   0.00,  -0.53,  -0.43,   0.01,   0.05
19280510,  -0.91,  -0.33,  -0.64,   0.02,  -0.20,   0.44,  -0.04,   0.11,  -0.19,  -0.80
19280511,   0.46,   0.60,   1.06,   0.20,   1.14,  -0.05,   0.46,   0.87,   1.10,   1.40
19280514,   0.48,  -0.26,  -0.07,   0.23,   0.37,   0.21,   0.76,   0.86,   1.04,   0.47
19280515,   0.47,  -0.06,  -0.55,   0.02,  -0.13,  -0.30,  -0.09,  -0.08,  -0.27,   0.38
19280516,  -1.94,  -1.18,  -1.02,  -1.39,  -0.90,  -1.37,  -1.45,  -1.99,  -1.42,  -3.06
19280517,   0.17,  -0.32,  -0.46,   0.04,   1.90,   0.18,   0.65,  -0.29,   0.10,   1.50
19280518,   0.09,  -0.10,  -0.23,  -0.15,  -0.84,  -0.55,  -0.42,  -0.72,  -0.56,  -2.17
19280521,  -1.58,  -0.54,  -0.92,  -1.11,  -1.00,  -1.43,  -0.64,  -1.93,  -0.93,  -1.65
19280522,  -0.94,  -1.35,  -0.91,  -0.93,  -0.86,  -1.14,  -1.03,  -1.83,  -1.74,  -2.83
19280523,   1.51,   1.79,   1.36,   0.81,   1.12,   1.25,   1.55,   2.15,   2.02,   4.60
19280524,   1.20,   0.11,   0.27,   0.38,   0.38,   0.88,   0.79,   0.33,   1.12,  -0.06
19280525,   0.85,  -0.17,   0.12,  -0.20,   0.26,   1.39,  -0.08,   0.40,   0.48,  -0.37
19280528,  -1.30,  -1.37,  -0.71,  -1.14,  -0.95,  -1.42,  -2.14,  -1.52,  -1.84,  -2.43
19280529,   0.97,   0.57,   0.31,   0.42,   0.00,   0.99,   1.20,   1.24,   0.92,   2.41
19280531,   0.46,   0.96,   0.33,   1.08,   1.06,   0.89,   0.83,   0.88,   0.89,   1.14
19280601,  -0.25,   0.33,   0.42,   0.20,   0.44,   0.23,   0.36,   0.45,   0.25,   1.12
19280602,   0.52,   0.35,   0.05,   0.22,   0.09,   0.69,   0.37,   0.60,   1.97,   1.17
19280604,  -1.45,  -1.47,  -1.02,  -1.55,  -1.35,  -1.67,  -1.83,  -2.00,  -1.84,  -3.83
